id,value
傻塔克音樂娛樂股份有限公司,1809100
財團法人六堆學文化藝術基金會,1800000
羅特國際製作股份有限公司,1800000
弗莎巴西打擊樂團,1800000
苗栗縣泰雅文物館,1800000
恆星製造所有限公司,1800000
哈瑪星貿易商大樓,1800000
討海文化館,1800000
谷泥悠工作室,1800000
財團法人新港文教基金會,1800000
二呆藝館,1800000
亞太連線藝術有限公司,1800000
蘭恩文化園區,1800000
高雄市那瑪夏區原住民文物館,1800000
福爾摩沙馬戲團,1800000
舊三和銀行,1800000
南投陶展示館,1800000
史明文物館,1800000
酷映有影工作室有限公司,1800000
古意生活藝術館,1800000
彰化縣政府,1800000
澎湖化石館,1800000
廖韋翔,1800000
風景映畫創作社,1800000
大愚電影有限公司,1800000
臺南市傳統工藝館,1800000
霧台鄉魯凱族文物館,1800000
三餘文化股份有限公司,1800000
吳天章工作室,1800000
雲林縣政府文化處展覽館,1800000
海岸音樂製作所,1800000
蔡順仁,1800000
鳩浙恩澇工作室,1800000
洪子詠,1800000
興傳奇青年劇場辦理「臺灣團隊參與2020法國外亞維儂藝術節『少年三岔口』作品演出計畫」,1798030
答人文創事業有限公司,1790000
財團法人切膚之愛社會福利慈善事業基金會,1790000
花聲藝術文化股份有限公司,1778954
瘋戲樂有限公司,1760000
水木文化事業股份有限公司,1750000
禹禹藝術工作室,1750000
中華電影製片協會,1750000
臺北市藝術創作者職業工會,1750000
中元祭祀文物館,1750000
稻草人現代舞蹈團,1750000
鐵柱,1740000
新經典圖文傳播有限公司,1740000
洪崇銘,1720000
女書文化事業有限公司,1720000
財團法人拓展文教基金會,1715000
FOCA福爾摩沙馬戲團,1712402
默任股份有限公司,1700000
花蓮縣瑞穗奇美原住民文物館,1700000
台灣史料中心,1700000
支流有限公司,1700000
思辨數位有限公司,1700000
晃晃二手書店,1700000
鹿港鎮地方文化館(鹿港鎮圖書藝文中心),1700000
芝山文化生態綠園博物館,1700000
涂維政,1700000
有本事國際文創有限公司,1700000
陳乂工作室,1700000
太平古農莊文物館,1700000
旅遊文學館,1700000
城市學校財團法人臺北城市科技大學,1700000
豪華朗機工,1700000
台南市政府,1700000
老灰狼影片製作有限公司,1700000
財團法人關懷文教基金會,1690000
小事製作,1688260
社團法人台南市文化協會,1670000
臺灣熱吵民主協會,1670000
獨角獸娛樂股份有限公司,1658650
南投縣藝術家資料館,1650000
優朵國際企業有限公司,1650000
青島玖柒,1650000
月讀書咖人文工作室,1650000
宜誠資訊股份有限公司,1650000
漢揚,1641000
曾毓仁,1640000
楊馥慈,1640000
中國家具博物館,1620000
現場整合行銷有限公司,1620000
青沐室內裝修設計工作室,1620000
新竹市流行音樂文化發展及交流協會,1610000
翃舞製作辦理「臺灣團隊參與2020法國外亞維儂藝術節『無盡天空』作品演出計畫」,1602130
唐山出版社,1600000
財團法人拉縴人文化藝術基金會,1600000
亞洲藝術中心有限公司,1600000
熊南人電影映像有限公司,1600000
溫心榆,1600000
太平買菸場,1600000
桃園市新住民文化會館,1600000
屏東縣魯凱族文物館,1600000
松園別館,1600000
木林電影有限公司,1600000
國立中央大學,1600000
花蓮縣原住民族文化館,1600000
花蓮縣玉里鎮璞石藝術館,1600000
楊逵文學紀念館,1600000
高雄市桃源區原住民文物館,1600000
屏東縣內埔鄉東片社區發展協會,1600000
新營曬書店,1600000
海洋資源館,1600000
幸運星電影製作有限公司,1600000
柳杉生活創意股份有限公司,1600000
委託行街區股份有限公司,1600000
臺北木偶劇團,1600000
小錢,1598000
爆炸毛頭與油炸朱利工作室,1593120
國立中興大學人文與社會科學研究中心,1590000
張嘉祥,1590000
竹山地方文化館,1584000
社團法人高雄市鹽埕藝術勞動社區推廣協會,1576000
新樂園音樂有限公司,1572000
聯經出版事業股份有限公司,1570000
美麗新娛樂股份有限公司淡海分公司,1560000
西村文化創意事業有限公司,1555000
盜火劇團,1550000
臺東縣臺東市順天宮,1550000
籃城書房,1550000
財團法人台北書展基金會,1550000
大未來耿畫廊藝術有限公司,1550000
時報文化出版企業股份有限公司,1550000
東海書苑有限公司,1550000
逗點創意設計整合工作室,1550000
利澤國際偶戲藝術村,1530000
韋蘺若明,1527000
三美娛樂國際有限公司,1510000
銀晨實業有限公司,1505000
河洛歌子戲團,1500000
九藏喵窩有限公司,1500000
新北立淡水古蹟博物館,1500000
財團法人加百列福音傳播基金會,1500000
雅科星文創有限公司,1500000
許家維工作室,1500000
視途演藝設計有限公司,1500000
縫影子宇宙有限公司,1500000
李英宏,1500000
姚國禎,1500000
捌拾捌國際娛樂有限公司,1500000
雲林縣口湖鄉成龍社區發展協會,1500000
吳晉淮音樂紀念館,1500000
萬安社區稻米原鄉館,1500000
和寬攝影器材有限公司,1500000
一期一會影像製作有限公司,1500000
東港造船博物館,1500000
游文富藝術工作室,1500000
思劇團,1500000
玩弦四度,1500000
野番茄映像有限公司,1500000
本組織映畫有限公司,1500000
蘇姵諭,1500000
閎利多媒體有限公司,1500000
明華園戲劇團 ,1500000
映光影像工作室,1500000
果陀娛樂傳播有限公司,1500000
巫虹儀,1500000
繆克電影有限公司,1500000
金門縣文化園區暨歷史民俗博物館,1500000
台秀演出工程,1500000
賽夏族民俗文物館,1500000
生活旅人有限公司,1500000
台北創造電影有限公司,1500000
琦想創作有限公司,1500000
中壢五號倉庫藝文基地,1500000
大寬文化工作室,1500000
創靖文化股份有限公司 ,1500000
豪華大戲院股份有限公司豪華大戲院嘉義分公司,1500000
胡璉故居紀念館暨研究中心,1500000
非/密閉空間,1500000
春和景鳴音樂工作室,1500000
好用功有限公司,1500000
台灣螺絲博物館,1500000
鍾旻瑞,1500000
罡風創意映像有限公司 ,1490000
見一文化有限公司,1490000
親愛愛樂,1485000
中埔鄉嘉檳文化館,1485000
周欣怡,1480000
融聲創意有限公司,1480000
台灣應用劇場發展中心,1480000
陳科廷,1480000
冰鳥工作室,1470895
薩法克有限公司,1470000
財團法人毛毛蟲兒童哲學基金會,1470000
東海大學,1470000
得瑁企業股份有限公司,1460000
流聲映樂工作室,1457000
日下棗,1454000
阿壽伯古早味手工食品,1450000
鴻梅文創志業股份有限公司,1450000
走路草農/藝團,1450000
財團法人台北愛樂文教基金會,1450000
豪華大戲院股份有限公司,1450000
柒拾陸號原子股份有限公司,1450000
玩勮工廠,1448500
前衛出版社,1444000
本覺創意有限公司,1440000
海馬迴藝工隊,1440000
社團法人臺中市好民文化行動協會,1432400
同路電影有限公司,1430000
尚和歌仔戲劇團,1430000
同黨劇團,1420000
金門文化園區歷史民俗博物館,1420000
遊牧人文化有限公司,1410000
財團法人賴和文教基金會,1410000
逃走鮑伯,1400000
西屯純愛組,1400000
霧峰林家宮保第園區,1400000
陳女士音像製作有限公司,1400000
山下生活有限公司,1400000
鐵擊,1400000
臺灣藝術田野工作站,1400000
檜町文化有限公司,1400000
悅智文化事業有限公司,1400000
屏東縣文化資產維護學會,1400000
好好的一個工作室,1400000
臺南市原住民文物館,1400000
吳禹,1400000
菁桐礦業生活館,1400000
溪州鄉農用地方文化館,1400000
林書豪,1400000
達摩樂隊,1400000
無敵家娛樂股份有限公司,1400000
晴耕雨讀文化有限公司,1400000
臺灣蘭科植物園股份有限公司藍晒圖分公司,1397060
好識共創有限公司,1396263
可樂藝術文創股份有限公司,1386000
南港北流音樂耶誕小鎮,1365840
左轉文化股份有限公司,1350000
禾一文化傳承舞團,1350000
灣麗磚瓦文物館,1350000
臺中市文化創意產業發展協會,1350000
幼獅文化事業股份有限公司,1350000
狂想劇場,1350000
財團法人桃園市廣藝基金會,1350000
她的實驗室空間集,1348400
 零壹影像有限公司,1340000
光譜映像有限公司,1325000
簡珮瑜,1320000
莎韻西孟,1320000
妄想機影音製作有限公司 ,1310000
郭昕盈,1300000
葉育君,1300000
蔗青文化工作室,1300000
大賞門文化傳播公司,1300000
聲昊有限公司,1300000
貳樓音樂工作室,1300000
游善鈞,1300000
傅逸佳,1300000
國賓企業股份有限公司,1300000
莫比文化創意有限公司,1300000
東城音樂製作有限公司,1300000
樂端國際有限公司,1300000
玩音樂工作室,1300000
水路文化事業有限公司,1300000
社團法人新北市成人學習推廣協會,1300000
成績好工作室,1300000
趙思齊,1300000
中華民國圖書出版 事業協會,1300000
動畫特效協會,1300000
搖滾童謠音樂有限公司,1300000
伊丹有限公司,1300000
馬念先工作室,1300000
好感度音樂有限公司,1300000
麥丁文化事業有限公司,1300000
唯有音樂有限公司,1300000
梅嶺美術館　,1300000
桃園市撒烏瓦知推廣文化發展協會,1300000
零加壹音樂有限公司,1300000
創異音樂工作室,1300000
旺福愛你有限公司,1300000
琴星企業社,1300000
混血兒娛樂工作室,1295000
台灣人文窯場展演館,1290000
新平溪煤礦股份有限公司,1287700
轅年視覺創意有限公司,1284500
大塊文化出版股份有限公司,1280000
九天民俗技藝團,1280000
大島影像製作股份有限公司,1280000
光元體影藝有限公司,1280000
南崁書店,1270000
一條龍虎豹國際娛樂有限公司,1270000
頑童音樂製作有限公司,1266650
陳又津,1264200
新北市礦業退休人員交流協會,1260000
張誌騰,1260000
夾腳拖劇團,1250000
失序場（吳季娟）,1250000
飛西啟,1250000
社團法人中華民國遊戲協會,1250000
詹宏祿,1250000
瓦當人文有限公司,1250000
財團法人蒲公英文教基金會,1250000
星濱山共創工作室,1250000
賴純純,1250000
慾望劇團,1250000
台北市出版商業同業公會,1250000
唯我群體工作室,1250000
國立臺東大學,1240000
黃兵善,1240000
林冠旻,1240000
曾建華,1230000
無限美好文創娛樂有限公司,1229000
李權洋,1220000
陳栢青,1220000
福相股份有限公司,1220000
衛謙里,1212000
南投縣魚池鄉邵族文化發展協會,1210000
110年度中山73影視藝文空間地方影視音發展計畫,1205000
破鑼嗓子音樂有限公司,1200000
希望之夏音樂創意有限公司,1200000
財團法人鞋類暨運動休閒科技研發中心,1200000
摘星山莊,1200000
靛藍音程工作室,1200000
板陶窯工藝園區,1200000
溪口鄉文化生活館,1200000
泰雅生活館,1200000
好聞國際事業有限公司,1200000
美好人影像製作有限公司,1200000
翼手龍整合行銷有限公司,1200000
國立臺灣海洋大學,1200000
二棲創映有限公司,1200000
宜蘭美術館,1200000
賽蓮音樂有限公司,1200000
青鳥文化制作有限公司,1200000
福祿壽音樂娛樂有限公司,1200000
親愛的音樂有限公司,1200000
創造焦點,1200000
陳韶君,1200000
玉成街錄音室有限公司,1200000
生活博物館,1200000
很通創作有限公司,1200000
楊梅故事園區,1200000
戰爭與和平紀念公園主題館,1200000
臺灣碗盤博物館,1200000
中影八德股份有限公司,1200000
未卜娛樂有限公司,1200000
揪團音樂工作室,1200000
財團法人蕭泰然文教基金會,1200000
屏風特攻有限公司,1200000
福利事國際有限公司,1200000
緩步動物,1200000
黃洛瑤,1200000
盪鞦韆創意工作室有限公司,1200000
新港文化館,1200000
崑山科技大學,1200000
農村武裝青年,1200000
和諧滙聚股份有限公司,1200000
顏皓軒,1200000
人浪漫映画有限公司,1200000
陳亮廷,1200000
表演36房：永安藝文館,1200000
宅故事創作有限公司,1200000
費子軒,1200000
新竹縣鄧南光影像紀念館,1200000
燚碼音樂工作室,1200000
稻米原鄉館,1200000
菊箱動畫有限公司,1200000
亞歷安傳播工作室,1200000
小西腳藝文工作室,1200000
歡影城股份有限公司,1190000
基隆故事館,1190000
萍蓬草兒童劇團,1188000
社團法人雲林縣聽語障福利協進會,1180000
宗聖公祠,1178000
立原和股份有限公司,1177100
奧櫟國際有限公司,1176750
曾耀慶,1171000
黃約農,1170000
臺東縣政府文化處,1170000
NIN,1168000
轉動的聲音2.0,1167600
國立陽明交通大學,1166000
莫比斯圓環創作公社,1160000
柏雅音樂藝術工作室,1156890
必應創造股份有限公司,1152000
譜普市藝術工作室,1150000
虎尾厝書店,1150000
中華民國圖書館學會,1150000
三十九號貝殼公寓工作室,1150000
天馬行空數位有限公司,1149000
鯨詠堂,1135000
海穹文化有限公司,1130000
台原亞洲偶戲博物館,1120000
羅福星紀念館,1120000
AKRU,1118000
巧克科技新媒體股份有限公司,1111000
故事工廠,1100000
大樹冊店,1100000
小意思企業社,1100000
樹杞林文化館,1100000
壽豐鄉原住民文物館,1100000
在地生活整合行銷,1100000
劉興欽漫畫教育館,1100000
臺北偶戲館,1100000
斗六市立繪本圖書館,1100000
陳又瑄,1100000
張庭溦,1100000
 財團法人賴和文教基金會,1100000
財團法人平安社會福利慈善事業基金會,1100000
現代電影沖印股份有限公司,1100000
宋岳庭傳電影有限公司,1100000
周俊廷,1100000
創客吧有限公司,1100000
春池綠能玻璃觀光工廠,1100000
首奧股份有限公司,1100000
驫舞劇場,1100000
2020澳洲布里斯本國際藝術節全本《王寶釧》交流公演,1100000
朱筱琪,1093343
邱常婷,1090000
上升氣流工作室,1090000
東森電視事業股份有限公司,1090000
國立中興大學,1089387
台中市新文化協會,1080000
非常人藝術文化有限公司,1080000
張台賜,1080000
林家良,1080000
台北曲藝團,1070000
雲林五洲小桃源掌中劇團,1055000
財團法人台北市九歌文教基金會,1050000
九歌出版社有限公司,1050000
音瀑奧譜聲音藝術實驗室,1050000
璽秝生活創意有限公司,1050000
藍鵲創意有限公司,1050000
赤兔影像製作有限公司,1050000
兩座島有限公司,1050000
洪雅書坊,1050000
中華民國出版商業同業公會全國聯合會,1050000
財團法人台灣紅絲帶基金會,1050000
光在影像股份有限公司,1050000
林智斌,1050000
長源醫院─鹿港歷史影像館,1050000
未來數位有限公司,1050000
利昇科技股份有限公司,1050000
新資料俠創意有限公司,1049090
61Chi,1046000
黟服有限公司,1041000
一直寫工作室,1040000
嘉義市洪雅文化協會,1030000
奇異果文創事業有限公司,1030000
楊承達,1024000
財團法人亞洲大學,1010000
果陀劇場,1000700
仙草影像製作有限公司,1000000
採樟文史典藏故事館,1000000
艾比索有限公司,1000000
臺中市眷村文物館,1000000
融聲創意有限公司 ,1000000
社團法人無國界記者組織台灣分會,1000000
好好拍影業有限公司,1000000
吳季恩,1000000
林彣政,1000000
花千樹電影有限公司,1000000
明道學校財團法人明道大學,1000000
馬祖新村眷村文化園區,1000000
柴郡貓文化傳媒有限公司,1000000
樂而活科技股份有限公司,1000000
哪裡聚有限公司,1000000
菲林菲林有限公司,1000000
他里霧繪本館,1000000
台灣⾳樂教育推廣協會,1000000
臺灣科技藝術學會,1000000
台灣農村文化教育協會,1000000
人間電視股份有限公司,1000000
財團法人花蓮縣劉一峰神父天涯若比鄰文化藝術基金會 ,1000000
排灣族雕刻館,1000000
甲普國際媒體股份有限公司,1000000
當道音樂文創有限公司,1000000
小小書房(小小創意有限公司),1000000
國際劇評人協會台灣分會 ,1000000
複製貼上音樂製作有限公司,1000000
花蓮縣臺灣原住民族文化館,1000000
壞鄰居有限公司,1000000
陳群,1000000
牽猴子股份有限公司、影一製作所股份有限公司,1000000
王子杰,1000000
財團法人花蓮縣田智宣文化藝術基金會,1000000
北埔鄧南光影像紀念館,1000000
財團法人裙襬搖搖高爾夫基金會,1000000
臺東故事館,1000000
華映娛樂股份有限公司、天際娛樂股份有限公司,1000000
老湖口天主堂文化館,1000000
龔萬祥,1000000
城鄉潮間帶有限公司,1000000
游擊工作站,1000000
孫育晴,1000000
工藝影片製作計劃-擁抱,1000000
英奎德博有限公司,1000000
唐豪,1000000
鋐宇樂器有限公司,1000000
明德新村2、3、4、11號,1000000
曾詠婷,1000000
葉宗軒,1000000
談宗藩,1000000
臺中市市長公館,1000000
五樓創意有限公司,1000000
就是影像創意有限公司,1000000
三餘書店,1000000
張凱亘,1000000
山影藝術實驗所有限公司,1000000
早雨早晴影像有限公司,1000000
大未來林舍畫廊藝術有限公司,1000000
老頑童娛樂有限公司,1000000
道合媒體行銷有限公司,1000000
Taiwan Week計畫,1000000
林柏瑜,1000000
十五里文創有限公司,1000000
臺北市立大學,1000000
樸實映畫有限公司,1000000
詹沛庭,1000000
財團法人數位藝術基金會,1000000
北投文物館,1000000
芎林鄉上山社區活動中心,1000000
金勾錐有限公司,1000000
社團法人臺北市才能飛國際共創協會,1000000
博能文創事業有限公司,1000000
陳浤,1000000
顧廣毅創意工作室,1000000
台灣鳳梨工廠,1000000
樂橙創意有限公司,1000000
中藝國際影視股份有限公司,1000000
劉岳銘,1000000
美麗新娛樂股份有限公司新莊分公司,1000000
爆擊映畫有限公司,1000000
龔秋蓉,1000000
王俊為,1000000
江宗傑,1000000
原住民文化會館,1000000
菲博瑞思文創娛樂有限公司,1000000
植光土壤音創工作室,1000000
猴子電男孩影藝有限公司,1000000
劉家欣,1000000
陳錦芳,1000000
河氣生才商號,1000000
將軍之屋,1000000
南十字星文化工作室有限公司,1000000
耶彼羅音樂工作室,1000000
國立台北藝術大學,991973
切音樂電影有限公司,990000
吳日云服裝設計工作室,985000
國立東華大學,980000
華品文創出版股份有限公司,980000
張放之,980000
蘭嶼文化園區,975000
芬妮克斯藝術文創工作室,970000
xuelin,968000
蔡程安,960000
君傳媒製作工作室,960000
中壢警察局日式宿舍,950000
財團法人台灣閱讀文化基金會,950000
旅讀台灣發展促進會,950000
台南市原住民文物館,950000
雷斯利傳媒國際股份有限公司,950000
工藝展覽館,950000
國立臺北藝術大學音樂學院傳統音樂系,950000
仰角國際影業有限公司,950000
思高本事有限公司,950000
 陳逸恩,950000
舊打狗驛故事館(原打狗鐵道故事館),950000
傳翼數位影像股份有限公司,940000
高梧集紳士服實業有限公司,940000
台北市漫畫從業人員職業工會,940000
金榜工作室,940000
小雪,932000
在地實驗媒體劇場,930000
吳語哲,930000
滯留島舞蹈劇場,923500
Pam Pam Liu,920000
晃晃書店,920000
Matthes & Seitz Berlin,920000
國立中山大學,920000
社團法人台灣公益CEO協會,910000
橙汁狗有限公司,910000
Yashin,906800
國立交通大學人文社會學系暨族群與文化研究所,900000
財團法人慈濟傳播人文志業基金會 ,900000
昭晨廣告行銷有限公司,900000
曜演影視製作有限公司,900000
傳遞娛樂傳媒有限公司,900000
停不下來工作室,900000
雲林縣文化處,900000
劉澄雍,900000
永沃麥田文化創意工作室,900000
何珍襄,900000
新古典室內樂團,900000
無獨有偶工作室劇團,900000
未來式互動藝術有限公司,900000
本來影像有限公司,900000
烏夏數位文創娛樂股份有限公司,900000
鹿野故事館,900000
凡想有限公司,900000
文化年代創意股份有限公司,900000
江之翠劇場,900000
台灣糖業博物館/臺糖公司高雄區處,900000
財團法人二二八事件紀念基金會,900000
Bungeishunju Ltd.,900000
陳以萱,900000
新樂園藝術空間,900000
臺中放送局,900000
即刻映像有限公司,900000
四非書房(饌食文創商號),900000
財團法人勵馨社會福利事業基金會,900000
莎妹工作室,900000
吳庭慧,900000
台灣伊日股份有限公司 ,900000
彰化縣政府文化局,900000
嵐天音樂,900000
彩蛋影像有限公司,900000
台中市政府新聞局,900000
YELLOW,900000
台西村影像館,900000
莉莉周她說 Lily Chou-Chou Lied,900000
島嶼影像合創社,900000
滅劇場黯黑舞蹈團,894000
「2019法國巴黎、里昂 博物館巡迴表演計畫」,890000
財團法人基督教蘭恩文教基金會,890000
孩好書屋,880000
新元昌紅茶產業文化館,880000
靜宜大學(台灣文學系),880000
River,880000
錦飛鳳傀儡戲劇團,880000
真雲林閣掌中劇團,879200
屏東縣來義鄉鳩浙恩澇文教協會,872300
艸肅,872000
昇平五洲園,870000
社團法人台灣手語翻譯協會,864000
I Mean Us,860874
桃園市牛角藝文協會,860000
雲林記憶COOL(虎尾登記所),860000
耐製文創有限公司,855000
武莉工作室,853770
多我服裝有限公司,850000
馬祖青年發展協會,850000
當代電影大師,850000
現思文化創藝有限公司,850000
簡君嫄,850000
山豬影像,850000
奇巧劇團,850000
雲林縣傳統工藝文創產業發展協會,850000
Codie,850000
爛貨習作,850000
國立臺灣藝術大學,850000
萬龍,850000
聲勢文創娛樂有限公司,850000
両両製造聚團,850000
三小文創有限公司,850000
霓虹愛神,850000
斗六市立繪本館,850000
The Tic Tac,850000
風乎舞雩舞團,850000
賴柏州,845000
脯脯有限公司,840000
社團法人秋野芒文創協會,840000
中壢國小日式宿舍,840000
歡喜扮戲團,840000
庄尾文化聲音工作室,840000
凱龍星技藝團,840000
社團法人嘉義縣鄉村永續發展協會,835000
Safran - LTD,830000
赤赤子有限公司,830000
小水滴創藝樂團,830000
高雄市新浜碼頭藝術學會,820000
新新書店有限公司,810000
彰化縣大城鄉台西村影像館,810000
徐胤承,810000
藤音樂工作室,809100
國立陽明大學,807500
十上整合設計有限公司,805000
台青蕉樂團,800000
社團法人台灣女性影像學會,800000
木眼鏡,800000
鄧依涵,800000
台灣獨立音樂協會,800000
鄉土藝術館,800000
新竹市文化局影像博物館,800000
陳靖玟,800000
屏東縣泰武鄉圖書文物館,800000
林園歷史教室,800000
睛典文化映像有限公司,800000
Leaf葉子,800000
臺中刑務所演武場,800000
傳影互動股份有限公司,800000
拾音Pick Up,800000
實踐大學,800000
社團法人台灣博物館專業協會,800000
眠腦,800000
Chick en Chicks,800000
晟│SHENG,800000
鼓得音樂影像工作室,800000
告五人樂團,800000
靛藍小孩 Indigo Soul Children,800000
藝起娛樂有限公司,800000
王倚祈,800000
翔聲國際有限公司,800000
陳穎達(陳穎達四重奏),800000
臺中市定古蹟摘星山莊,800000
渣泥ZANI樂團,800000
濁水溪公社,800000
無限融合樂團,800000
劇集文創開發股份有限公司,800000
曾敬淳,800000
台灣文學藝術界聯合會,800000
粉紅噪音,800000
張捷明,800000
無妄合作社 No-nonsense Collective,800000
8Ball,800000
沃土影像製作有限公司,800000
黃淑萍,800000
夕陽武士,800000
如果兒童劇團,800000
FUTURE AFTER A SECOND,800000
吳三連基金會,800000
傑克企業有限公司,800000
國立屏東科技大學農機具陳列館,800000
Meuko!Meuko!,800000
體熊專科,800000
南崁兒童藝術村,800000
茄子蛋EggPlantEgg,800000
高雄市岡山眷村文化協會,800000
蘇育賢,800000
臺灣布農族語言學會,800000
四爪樂團,800000
翔影國際有限公司,800000
熱寫生,800000
好地下藝術團,800000
小綠書店,800000
1913阿里山舊事所,800000
思遠健康諮詢顧問股份有限公司,800000
LEO37+SOSS,800000
夥同影像製作有限公司,800000
陳冠伃,800000
童里文創生活事業社,800000
Overtone,800000
積極電影有限公司,800000
吉那罐子樂團,800000
イルカポリス海豚刑警,800000
芸帆有限公司,800000
落差草原WWWW,800000
厭世少年,800000
登山補給站(詮峰登山用品有限公司),800000
財團法人切膚之愛社會福利慈善事業基金會(彰基文史博物館),800000
Mary See the Future/先知瑪莉,800000
奇洱文創有限公司,800000
老王樂隊,800000
愛木村,800000
百合花,800000
社團法人台灣環境教育協會,800000
TAI身體劇場,800000
獅子鄉文物陳列館,800000
苗栗陶瓷博物館,800000
牽猴子股份有限公司、壹壹影業股份有限公司,800000
我害你聽音樂有限公司,800000
牽猴子股份有限公司、奇霏影視製作有限公司,800000
社團法人台灣失智症協會,800000
十四有限公司,800000
橄欖人,800000
阿賴耶電影有限公司,800000
運河博物館（原台南運河安平海關）,800000
圈起來映畫有限公司,800000
梁晏齊,800000
動見体,800000
天馬傳播事業有限公司,800000
賴韋伃,800000
無年無限有限公司,799390
目目文創工作室,790000
投圓文化有限公司,780000
宜蘭縣頭城鎮龜山島社區發展協會,780000
否極泰來音樂股份有限公司,780000
轉盒子文創有限公司,780000
台北市城南水岸文化協會,780000
Elainee藍尼,770000
洪木成,770000
山号整合設計有限公司,770000
李御齊,768000
馬棋朵數位影像製作有限公司,763000
飛魚創意股份有限公司,760000
微笑唸歌團,760000
台灣蓪草學會,760000
明華園日字戲劇團,760000
財團法人自由思想學術基金會,760000
縱橫國際影視股份有限公司,760000
中華打擊樂協會,756400
三三電影製作有限公司,756000
和和服飾有限公司,755000
叔叔妹妹企業社,750350
社團法人彰化縣南彰化生活美學協會,750000
游素蘭,750000
林果設計工作室有限公司,750000
綠川人文工作室 ,750000
僻室House Peace,750000
樂興之時管絃樂團,750000
那裡有光電影有限公司,750000
高雄市岡山大專青年協會,750000
小米影像工作室,750000
呂水世,750000
社團法人台灣新住民關懷協會,750000
行政院農業委員會特有生物研究保育中心,750000
新和興總團,750000
愛民如子有限公司,750000
社團法人台中市聾人協會,750000
68電影館,750000
遠足文化事業股份有限公司 ,750000
夏姿時尚股份有限公司,750000
其玟有限公司,750000
EX-亞洲劇團,750000
新竹縣柿染文化協會,750000
大廟口派出所,750000
許雅玲,740000
Serenity International,740000
何學儀,740000
歪的音樂有限公司,735000
Nool,730000
Jim Thompson Art Center,722000
桃園光影文化館,720000
魔幻時刻電影有限公司,720000
Mangmoom Culture Company Limited,720000
五洲園掌中劇團,720000
台灣藺草學會,720000
杜福安,720000
再拒劇團,720000
史瓦力音樂製作有限公司,711970
溱基創意行銷有限公司,710000
財團法人三芝文化基金會,710000
好球娛樂有限公司,709196
小事製作 Les Petites Choses Production,702292
中華影城,700000
DoZzz,700000
社團法人美感跨域協會,700000
台灣虛實展演發展協會,700000
蘋果劇團,700000
造故事娛樂製作股份有限公司,700000
百合花 Lilium,700000
楊士弘 Midi Yang,700000
固定客,700000
Night Keepers 守夜人樂團,700000
都普勒浪潮,700000
Robot Swing,700000
臺灣崑劇團,700000
浮光讀冊文化有限公司,700000
拾叁樂團,700000
甜約翰 Sweet John,700000
九歌民族管絃樂團,700000
伯爵白,700000
群星瑞智國際藝能有限公司,700000
銘傳大學(數位媒體設計學系),700000
顧芳槐,700000
13月終了,700000
黃子軒與山平快,700000
June Pan,700000
苗栗縣郭芝苑音樂協進會,700000
Limi,700000
羅雷大樂隊,700000
笑琴 Chill Qin,700000
THE WAiiT,700000
白鐵仔Pehthiha,700000
雷擎,700000
水源,700000
風籟坊,700000
SBG Jazz Trio,700000
A Root 同根生,700000
社團法人新北市愛鄉協會,700000
杯具社,700000
臺南市文化資產關懷志工協會,700000
羅厝天主堂,700000
保證責任臺中市中都農業生產合作社,700000
黑旋風,700000
A Piece of Cake 256,700000
新象創作劇團,700000
Cicada樂團,700000
皿樂隊 ,700000
台灣揚琴樂團,700000
島呼冊店,700000
雨國樂團,700000
Go GO Machine Orchestra,700000
花開映像有限公司,700000
臺東表演藝術館,700000
EmptyORio,700000
淺堤樂團,700000
Doodle,700000
社團法人釣魚台教育協會,700000
Kasiraw鹹豬肉樂團,700000
So-So Heroes 瘦瘦英雄,700000
Fresco 樂團,700000
LINION,700000
鹿比 ∞ 吠陀,700000
羅思容與孤毛頭樂團,700000
船興企業股份有限公司,700000
SKARAOKE,700000
非人物種,700000
FORMOZA,700000
苗栗縣賽夏族民俗文物館,700000
三喜電影制作有限公司,700000
The Shine&Shine&Shine&Shine,700000
IDOLONSTUDIO 歐亞藝術網絡組織,700000
問題總部 It's your fault ,700000
Gecko Press,700000
陳穎達,700000
Go Go Rise美好前程,700000
祈蘇楓亞文化心空間工作室,700000
大風數位傳播有限公司,700000
臺灣藝術史研究學會,700000
藍。掉,700000
YUFU CHEN個人樂隊,700000
So What 樂團,700000
阿蘭樂團,700000
尋找尼歐,700000
甜約翰,700000
ＳＡＤＯＧ,700000
乾坤一擊創意股份有限公司,700000
Little Shy on Allen Street,700000
EVERFOR,700000
三牲獻藝,700000
亥兒樂隊,700000
Acid Marie 微酸瑪莉,700000
害喜喜,700000
社團法人台灣國際學術交流學會,700000
參劈,700000
苗栗縣中港溪產業文化復耕協會,700000
椅子樂團 The Chairs,700000
格式塔少女,700000
赤楊,700000
王彙筑,700000
王雁盟&KbN,700000
牯嶺街小劇場,700000
巫明如,700000
財團法人春風文教基金會,700000
緩緩,700000
飛鴻FayeHong,700000
苑裡濱海藝文中心,700000
食蟻獸,700000
JADE,700000
藝工能藝文推廣協會,700000
Resa Club,700000
XHARKIE,700000
Orquesta Siempre Tango 純粹探戈樂團,700000
DIZLIKE,700000
粗大BAND,700000
聲子蟲,700000
社團法人中華民國聽障人協會,700000
林強 & guests ,700000
翻滾吧男孩電影有限公司,700000
Eastwave 東波,700000
稻田電影工作室有限公司,700000
