id,value
Endtrocity暴行終止,700000
icyball 冰球樂團,700000
嘉義市交趾陶館,700000
The Fur.,700000
造橋木炭博物館,700000
OBSESS,700000
聯合數位文創股份有限公司,700000
輻射魚市,700000
YK樂團,700000
無菌室Germ-Free Room,700000
Osean樂團,700000
南西肯恩 Neci Ken,700000
魚條 Fish Stick,700000
打倒三明治,700000
Sonia Calico,700000
帝國製糖臺中營業所,700000
明道中學,700000
Miao Miao Flow,700000
凹與山,700000
國際亞洲出版股份有限公司,700000
范安婷樂團,700000
十九兩樂團,700000
Tonic 5,700000
裘振宇,700000
康士坦的變化球,700000
理想混蛋,700000
蘇聖育Organ 3,700000
蓬萊仙山 Chill Mountain,700000
异境樂團,700000
蔚藍文化出版股份有限公司,693000
PAPARAYA,690000
悟遠劇坊,690000
九太音響工程有限公司,690000
林本園園邸,690000
水瓶鯨魚,690000
葉明軒,684000
漢陽北管劇團,680000
扎哈木會館,680000
自然書寫音樂工作室,680000
玉子采,680000
社團法人台灣伴侶權益推動聯盟,680000
藝樂肆貳行,680000
林恕全,680000
國立故宮博物院,680000
新竹市共讀推廣協會,680000
簡郁文,675000
蚩尤,672000
臨時動議有限公司,670000
留婷婷,670000
遠星文創股份有限公司,670000
社團法人台灣障礙者權益促進會,670000
Pagina 2 Srls,670000
劉倩帆,666000
英雄鎮公寓大廈管理委員會,665000
Altenburg Press,660000
台灣TAMORAK文教協會,660000
邱妙欣,660000
戲子多媒體廣告創意工作室,660000
王靜嫺,660000
彰化縣原住民生活館,660000
王彥蘋,660000
社團法人臺北市諸野永續生活協進會,660000
國立臺中教育大學,658360
HOM,658000
自由人藝術公寓,650000
洄遊式創作集,650000
楊景翔演劇團,650000
金門縣閩南文化協會,650000
ART SHELTER,650000
黃郁茹,650000
社團法人臺南市普濟文史研究協會,650000
講台文化有限公司,650000
財團法人淡水文化基金會,650000
邑聚藝術顧問有限公司,650000
隨機觸發,650000
國防大學政戰學院應用藝術學系,650000
鹿港鎮公所,650000
Academic Publishing House DIALOG sp.z.o.o,650000
唐恩文化有限公司,650000
賴高山藝術紀念館,650000
財團法人鍾理和文教基金會,650000
蒙太奇國際音樂有限公司,650000
偶偶偶劇團,645700
河源,640000
高永,640000
Mi:Lu Publishing,640000
簡榕萱,640000
龜山島漁村文化館,640000
信革數位有限公司,640000
張蘺,631000
吳函恩,630000
步步音像製作股份有限公司,630000
篤固工作室,630000
南熠樂集,630000
典藏文創有限公司,630000
鄭硯允,630000
楊隸亞,630000
國立中興大學科技管理研究所,630000
白鹿動畫有限公司,622000
蔡文進,620000
郭孔寧,620000
王思靚,620000
春山出版有限公司,620000
楊惠涵,620000
李彧僑,613600
社團法人台灣文化無國界協會,612000
奇點劇團,610000
財團法人兒童文化藝術基金會,610000
Cambodian Living Arts,606600
雲林縣溪義文教工作學會,605000
阮光民,601600
PATAYO EDITIONS,600000
新竹市美術館暨開拓館,600000
尤雅容,600000
朱鴻琦,600000
兆映電影事業有限公司,600000
有貓音樂有限公司,600000
雲林記憶Cool,600000
板頭文化藝術村,600000
明道中學現代文學館,600000
溪口文化生活館,600000
關西台紅茶業文化館,600000
Europa Editions UK,600000
財團法人宜蘭社區大學教育基金會,600000
臺灣出版與數位內容產業研究協會,600000
南投縣縣史館,600000
秀琴歌劇團,600000
二手玩具屋,600000
山東野表演坊,600000
好頭腦文教事業股份有限公司,600000
魯凱族文物館,600000
逐鹿表演藝術團,600000
焦點舞團,600000
高雄市二二八關懷協會,600000
宏達智能影像有限公司 ,600000
新北市淡水休閒農業協會,600000
"TWO VIRGINS Co., Ltd.",600000
葉經義,600000
群傳媒股份有限公司,600000
立正站好思維創意有限公司,600000
眷村博物館,600000
群健有線電視股份有限公司,600000
流動部落有限公司,600000
集集鎮地方文化館,600000
國立台北科技大學文化事業發展系,600000
尋人啟事樂團工作室,600000
偉一創意有限公司,600000
中埔嘉檳生活文化館,600000
廣興紙寮,600000
熊信淵,600000
他里霧漫畫館,600000
霧?林家花園林獻堂博物館,600000
旗山車站糖鐵故事館,600000
綠光全傳播有限公司,600000
陳柏丞,600000
將軍村開放圖書資訊園區,600000
高雄市圖書出版事業協會,600000
中華影視及流行音樂推廣協會,600000
藝術家資料館,600000
中華民國聾人協會,600000
台灣糖業股份有限公司高雄區處,600000
新逸藝術,600000
一元創合設計顧問有限公司,600000
小屋子有書規劃顧問有限公司,600000
中華演藝總工會,600000
差事劇團,600000
社團法人中華民國啟聰協會,600000
點點電影製作有限公司,600000
新竹縣五峰鄉原住民族館,600000
青潮人文工作室,600000
漫遊者文化事業股份有限公司,600000
國立教育廣播電臺,600000
屏東縣客家文物館,600000
壹壹影業有限公司,600000
畢業生有限公司、十宜影樂有限公司,600000
那屋瓦文化有限公司,600000
他里霧生活美學館,600000
成功鎮原住民文物館,600000
獵人居文化創意工坊,600000
心藝電影工作室,600000
社團法人中華民國公共藝術教育發展協會,600000
神奇樂坊,600000
十一電影有限公司,600000
蔡政宏,600000
三寮灣東隆宮東隆文化中心,600000
新北市汐止區保長社區發展協會,600000
南方澳討海文化館,600000
客家電視台,600000
上行娛樂股份有限公司,600000
寸田文化有限公司,600000
蔚米影像有限公司,600000
竹山鎮地方文化館,600000
綻放電影有限公司,600000
歷史建築臺中刑務所演武場,600000
大氣團,600000
中華民國書學會,600000
財團法人台南市文化基金會,600000
舞蹈生態系創意團隊,600000
北投文物館　,600000
複象公場,600000
新港香藝文化園區,600000
財團法人公共電視文化事業基金會(客家電視台),600000
墨策國際股份有限公司,600000
裘斯蜜有限公司,595000
鑫囍國際股份有限公司,595000
台灣同志運動發展協會,590000
花蓮縣花蓮市民生社區發展協會,590000
映實文化有限公司駁二分公司,590000
臺東縣大武鄉大武社區發展協會,590000
陳泓名,590000
漂流尋聲製作,589000
橄欖,586000
艾姆兔,585000
內山小文化事業有限公司,585000
國立空中大學,582520
雷,580000
時書數位內容有限公司,580000
李亦凡,580000
劉婷萱,580000
長義閣掌中劇團,580000
李一侃,580000
鄧君婷,580000
易水翔麟,580000
徐木笛,580000
一撇,576000
黑白文化事業有限公司,570000
羽‧擊舞藝術,570000
旅仕行銷有限公司,570000
山宛然劇團,570000
高速精神工作室,570000
龍子電影事業股份有限公司,570000
日安焦慮,570000
陳柏宇,570000
郭敬耘,570000
國立體育大學,570000
飛行國際視聽股份有限公司,570000
糸島織物創作社,562500
凌晨工作室,562500
有禮設計股份有限公司,562500
概念啊實業有限公司,562500
熊元培,561000
李俐錦,560600
南投縣國姓鄉石門社區發展協會,560000
日日新國際商業股份有限公司,560000
強力音樂有限公司,560000
曼丁身體劇場,560000
桃園縣政府文化局,560000
風球文化創意企業社,560000
影子傳奇劇團,555000
鹿言設計工作室,550760
君英文化創作國際事業有限公司,550000
新北市政府原住民族行政局,550000
水林鄉立圖書館,550000
影響．新劇場,550000
金枝演社劇團,550000
財團法人陳文成博士紀念基金會,550000
可揚與他的快樂夥伴,550000
有河文化有限公司,550000
山鷹出版社,550000
陳庭昀,550000
宜蘭縣漁工職業工會,550000
嘎瑪魯岸有限公司,550000
林薇,550000
人權公約施行監督聯盟,550000
娩娩工作室,550000
雲林縣參與式民主協會,550000
黑蝙蝠文物陳列館,550000
青鳥文化制作,550000
有限責任台東縣東海岸原住民社區合作社,550000
大師藝術,550000
聯聯看娛樂文化股份有限公司,550000
台北絲竹樂團,550000
台北市眷村心文化協會,550000
社團法人南投縣中興生活美學協會,545000
Kan,540000
何采柔 ,540000
社團法人宜蘭縣噶瑪蘭族發展協會,540000
彰基創始紀念館,540000
邱適珩,540000
楊富閔,540000
江佩津,540000
馮煜衡,540000
許逸如,540000
布里斯,540000
Indirect Diaries,540000
社團法人彰化縣保鹿運動協會,540000
薪鹽,540000
KUCHiXO,540000
社團法人臺中市鄉土文化學會,530000
溪和三代目展示館,530000
小樹藝術工作室,530000
張季雅,530000
草山樂坊,530000
財團法人李天祿布袋戲文教基金會,530000
他者工作室,520937
米索MISO,520000
他里霧環境教育館,520000
鄒佳晶,520000
漢寶包Hambuck,515000
「2020年梵蒂岡博物館專業修復人才培訓計畫」,513600
可樂王,510000
貳號,510000
kinono,510000
財團法人台北市文化基金會台北偶戲館,510000
人文國際股份有限公司南崁分公司,510000
梁勝欽,510000
酷聲勢音樂股份有限公司,505000
林光亮 Fuday Ciyo,500000
 三餘文化股份有限公司,500000
雅痞寶包創意影片有限公司,500000
財團法人黃大魚文化藝術基金會,500000
財團法人白鷺鷥文教基金會,500000
築意國際空間藝術規劃股份有限公司,500000
打幫你樂團,500000
嘉義縣鄒族獵人協會,500000
鐵漢堂國際娛樂有限公司,500000
InTW舞影工作室,500000
好威視傳媒有限公司,500000
影像視覺藝術事業有限公司,500000
楊家佳,500000
亞力漫設計工作室,500000
邵豐文,500000
桃園市復興區觀光導覽協會,500000
暴風雨影業有限公司,500000
張文環故居,500000
財團法人十大傑出青年基金會,500000
春魚工作室,500000
不然，B計畫,500000
黃騰威,500000
嘉義縣鄒族庫巴特富野社文化發展協會,500000
財團法人親愛音樂文化基金會,500000
珍珠社區稻草工藝館 ,500000
彰化縣花壇鄉橋頭社區發展協會,500000
臺東市順天宮文物館,500000
社團法人台灣優質生命協會,500000
真快樂掌中劇團,500000
江峰,500000
楊凱淳,500000
竹東文創藝術村/范特喜微創文化,500000
周子娛樂有限公司,500000
催生音樂展演工作室,500000
石岡媽媽劇團,500000
清華學校財團法人桃園市清華高級中等學校,500000
奇響創意有限公司,500000
臺北市中正區南門口社區發展協會,500000
犢影制作電影有限公司 、瑪爾克電影有限公司,500000
官邸兒童館,500000
黃婉容,500000
20%實驗劇坊,500000
青鳥文化制作有限公司 南國青鳥書店,500000
智趣王數位科技股份有限公司,500000
陳永翔,500000
高雄市美濃區中圳社區發展協會,500000
陳凱筑,500000
社團法人台灣環境雕塑協會,500000
朱平,500000
社團法人台灣彩虹平權大平台協會,500000
柬式符號有限公司,500000
海島青年藝術製作有限公司,500000
李雅靖,500000
中國醫藥大學 立夫中醫藥展示館,500000
財團法人台北市北投文化基金會,500000
久藝傳播有限公司,500000
龍潭愛樂管弦樂團,500000
桃園市新住民族文化會館,500000
台北愛樂廣播股份有限公司,500000
果子電影有限公司,500000
孫運璿科技．人文紀念館,500000
中華民國截肢青少年輔健勵進會,500000
社團法人嘉義縣茶文化協進會,500000
方木有限公司,500000
財團法人台灣原住民文教基金會,500000
國立臺北藝術大學文化資源學院,500000
後山生活工坊,500000
新永安有線電視股份有限公司,500000
陳維翰,500000
Salah-D,500000
世紀當代舞團,500000
明華園天字戲劇團,500000
金鷹閣電視木偶劇團,500000
翁稷安,500000
曾偉旻,500000
熱風社電影有限公司,500000
大懿是吉有限公司,500000
吉祥物有限公司,500000
程雲佳,500000
楊挺玉,500000
Columbia University Press,500000
拓駱有限公司,500000
梓園書冊房,500000
台灣人文窯場展演館(華陶窯),500000
我們要爆紅國際影業有限公司,500000
社團法人台北市野鳥學會,500000
甲古棧文化創意有限公司,500000
袁子軒,500000
黃建旗,500000
阿底旦文化故事館,500000
飛爾創意有限公司,500000
連社工作室,500000
勝利不廢商號,500000
一本初衷電影有限公司,500000
頌國際音樂有限公司,500000
星濱山共創工作室 ,500000
詹凱毓,500000
致韋有限公司,500000
李燕淑,500000
史蓓思吧股份有限公司,500000
社團法人動畫特效協會,500000
國賓影城股份有限公司台南中華分公司,500000
魯夿旮音樂有限公司,500000
波谷影片有限公司,500000
蔚藍體驗工作室(雨都漫步),500000
沙港廣聖殿文物典藏館,500000
樂魚文創有限公司,500000
易禧樂學有限公司,500000
社團法人臺中市藝造豐原協會,500000
出發文創有限公司,500000
萌奇文創事業有限公司,500000
阿底旦故事文化館,500000
中華民國電影攝影協會,500000
台灣原生態協會,500000
Wydawnictwo Akademickie DIALOG Spółka z o.o.,500000
劉名晏,500000
光之路電影文化事業有限公司,500000
五楠圖書用品股份有限公司,500000
欒樹下書房 （典藏文創有限公司）,500000
財團法人原舞者文化藝術基金會,500000
頭分埔文化工作室,495000
黃世志電視木偶劇團,494000
樺訊科技有限公司,490000
筵齋文史工作室,490000
花蓮縣秀林鄉崇德社區發展協會,490000
邱家睿,490000
蔡咅璟,490000
阿推,490000
三日捲子,490000
周定邦,490000
愛吠的狗娛樂股份有限公司,490000
吳萬響掌中劇團,490000
古勒勒.伐基尚,490000
廖文彬,486000
KoKai,484000
薩那,480000
阿寶灰灰,480000
莫比斯圓環創作公社 ,480000
YinYin,480000
巫婆戲劇魔法故事屋,480000
すりお,480000
Editions Picquier,480000
JULAI,480000
109年在台居留藏人子女教育及急難救助專款專戶,480000
俞家燕,480000
Galerija Fotografija,480000
查理小姐,480000
"THOUSANDS OF BOOKS, Inc.",480000
大稻埕國際藝術節工作室,480000
YUI,480000
社團法人新北市知識重建促進會（永和社區大學）,470000
方惠美,470000
吳權倫,470000
臺東縣海端鄉瑪拉斯達邦永續協會,470000
社團法人台灣人權促進會,470000
趙譽,470000
王連晟,470000
郭俞平,465100
英狄思設計整合有限公司,465000
丁昶文,461000
賽夏族矮人祭場文物館,460000
黑書人,460000
社團法人臺中市國際關懷印尼協會,460000
硝子,460000
RH KOREA,460000
吳幸亞,450600
新北市五股區陸一社區發展協會,450000
弘熹娛樂有限公司,450000
雲林縣雲的故鄉照顧關懷發展協會,450000
王元德,450000
好極了娛樂事業有限公司,450000
廖曉彤,450000
株式會社白水社,450000
榮江股份有限公司新月影城分公司,450000
六堆文化傳播社,450000
鯤鯓影像有限公司,450000
水面上與水面下劇場,450000
九子,450000
社團法人中華民國身心障礙者自立更生創業協會,450000
社團法人臺灣原鄉產業發展協會,450000
簡曉娟,450000
方城記數位影像股份有限公司,450000
十方藝術社,450000
財團法人鄭南榕基金會,450000
陳韻亘,450000
姚欽晨,450000
練任,450000
野視創意工作室,450000
何堯智,450000
川堂文化有限公司,450000
賴有賢,450000
財團法人原舞者文化藝術基金會  ,450000
邱千芳,450000
2020朱宗慶打擊樂團丹麥皇家音樂學院Percussion PLUSE Festival 2020演出,450000
Oriental Literature Publishing House,450000
ANTENNA牛魚,450000
卡到音即興樂團,450000
劉哲彰,450000
台灣文學學會,450000
奔放樂集,450000
Oomzicc Publisher 動詞出版社,450000
社團法人台灣國際影音與教育協會,450000
筆頭Penpoint,450000
社團法人台灣公益聯盟,450000
Honford Star Ltd.,450000
楫文社,450000
財團法人台北市婦女救援社會福利事業基金會,450000
台北市視障者家長協會,450000
社團法人高雄市心理復健協會,450000
打狗英國領事館(文化園區),450000
曜陽光電影製作有限公司,450000
劉惠月,450000
嘉義縣梅山鄉太和社區發展協會,450000
社團法人台灣生態登山教育協會,450000
新屋區農會稻米故事館,450000
花蓮縣噶瑪蘭族發展協會,450000
財團法人社教文化基金會,446000
台東縣故事協會,440000
貓人中,440000
四方四隅文娛國際股份有限公司,440000
酒十九,440000
非常廟藝文空間,440000
李晴,440000
スノーマン (Sunooman),440000
覺醒藝術策展有限公司,437600
劉芸怡,430000
奇哥,430000
社團法人台灣冤獄平反協會,430000
新客家廣播事業股份有限公司,430000
一拍即合音樂文化有限公司,430000
毛豬,430000
郭知藝,428000
周郁齡,428000
黃又文,428000
徐詩雨,428000
NISIN/羊寧欣/蠢羊,428000
李穎軍,428000
柯念璞,428000
高雄市旗山尊懷活水人文協會,425000
多曼尼製作有限公司,425000
棨司創意有限公司,420000
溫智儀,420000
南投縣草屯鎮御史社區發展協會,420000
廖烜榛,420000
彭歲玲,420000
林安琪,420000
財團法人耕莘文教基金會,420000
連明偉,420000
大器創意有限公司,410000
OOPEACH,410000
余余劇場,410000
邱騰毅,409282
拾念劇集,407000
朝富藝術文化有限公司,406000
琮淯設計工作室,405000
觀音山東華皮影劇團,404000
興傳奇青年劇場,403000
緣龍戲坊,402000
起點文化工作室,400000
無論如河獨立書店 (河氣生才商號),400000
民雄薪傳二手書店,400000
汪俐伶曖設計股份有限公司,400000
南投陶展館,400000
林梵音,400000
廣創貿易有限公司,400000
江湖開放工作室有限公司,400000
軟硬倍事,400000
Savungaz Valincinan,400000
胡氏藝術有限公司,400000
周佳穎,400000
葉守倫,400000
李明潔,400000
財團法人和平文教基金會,400000
社團法人台灣南美會,400000
耳東設計有限公司,400000
孫正學,400000
台灣勞動者協會,400000
斯洛伐克出版社 Perfekt.a.s.,400000
張碩尹,400000
莊佳穎,400000
韋宗成,400000
張郅忻,400000
紙寮窩造紙工坊,400000
劉鳳鴒,400000
五峰鄉原住民族館,400000
紅草莓向毒品Say No校園巡演,400000
OXYM劇團,400000
運河博物館,400000
花蓮縣吉安鄉阿美族文物館,400000
台灣太魯閣族語言發展學會,400000
禾藝藝術創意有限公司,400000
蔡子硯,400000
城東大院子文化有限公司,400000
不適者生存？—性別與藝術推廣教育計畫,400000
海之眼影像工作室,400000
好事國際文化事業有限公司,400000
「藝術家王文志－2020義大利『竹籬下(Under the Bamboo Tree)－ 瑪索內迷宮展』」,400000
阿推 AH TUI-PUSH COMIC,400000
月半工作室,400000
阿鳥,400000
岳印,400000
賴咏華,400000
尖石鄉原住民文化館,400000
董力玄,400000
柴郡貓文化傳播有限公司,400000
小魯文化事業股份有限公司,400000
就是你的有限公司,400000
謝思盈,400000
財團法人人智學教育基金會,400000
社團法人中華民國南洋台灣姊妹會,400000
劉啟祥美術紀念館,400000
雙連埤生態教室,400000
陳佑誠,400000
新竹縣龍瑛宗文學館,400000
台灣糖業博物館,400000
墨谷股份有限公司,400000
花蓮縣綠野香坡農村發展協會,400000
臺北市影劇歌舞服務職業工會,400000
晨光跳舞,400000
土庫鎮多功能文化展演館,400000
山上花園水道博物館,400000
"株式会社 翔泳社 (SHOEISHA Co., Ltd.)",400000
梅仔坑藝文推廣促進會(張文環故居),400000
東隆文化中心,400000
嘉義縣台三產業發展協會,400000
中華民國臺陽美術協會,400000
聽說聲音工作室,400000
江秉憲,400000
民權歌劇團,400000
南投縣信義鄉桐林社區發展協會,400000
做好文化有限公司,400000
臺東縣政府民政處,400000
台北市雜誌商業同業公會,400000
張徐展,400000
月球有限公司,400000
有風堂漆藝工坊,400000
藝朗股份有限公司,400000
李明維：禮,400000
小白馬音樂工作室,400000
風雅存創意有限公司,400000
NOBI璋,400000
許䕒文,400000
無敵影業資產管理股份有限公司,400000
逆風劇團,400000
日輪,400000
台灣靚好有限公司,400000
簡士頡,400000
行啟記念館,400000
萬榮鄉原住民文物館,400000
Camphor Press,400000
張守端,400000
大樹鳳梨罐頭故事館,400000
時光書店,400000
極至體能舞蹈團,400000
何日君再來劇團,400000
吳子齊,400000
提克Ticker,400000
咖哩東,400000
奕辰,400000
阿勉,400000
國立高雄大學（智慧城鄉永續發展中心）,400000
Kosaido Akatsuki Corporation,400000
社團法人南投縣南投女國際青年商會,400000
賴翠霜舞創劇場,400000
張雍,400000
土庫庄役場,400000
蓊蓊書店,400000
黃文鈴,400000
遠流出版事業股份有限公司,400000
索拉舞蹈空間舞團,400000
林懋陽故居（一德洋樓）,400000
余承燦,400000
台北市城市發展交流促進會,400000
宮原武熊宅邸,400000
玉山社出版事業股份有限公司,400000
勝利路137號,400000
Adoor Yeh,400000
臺南市兌悅文化推廣協會,400000
和英文化事業有限公司,400000
社團法人台灣同志運動發展協會,400000
圓劇團,400000
宮保睿,400000
財團法人吳三連臺灣史料基金會,400000
王功蚵藝文化館,400000
陳志強,400000
心心南管樂坊,400000
2020 第十六屆 人權之路 青年體驗營,400000
臺中市歷史建築林懋陽故居（一德洋樓）,400000
泰武鄉圖書文物館,400000
林羿綺,400000
林奇伯,395800
見域工作室,395000
林奕君,395000
許境洛,390000
悅萃坊,390000
財團法人李江却台語文教基金會,390000
李尚喬,390000
臺東縣南島社區大學發展協會,390000
日愛設計創意工作室,390000
鄒雅荃,390000
周代焌,390000
田家綾,390000
羅偉豪,390000
王熙淳,388000
啞忑,388000
薛祖杰,387000
歐宣國際開發設計有限公司,386000
台中市西屯區協和社區發展協會,385000
武玉玲,383060
縫而有限公司,381735
社團法人大小港邊地方創生協會,380000
社團法人屏東縣牡丹鄉高士社區發展協會,380000
澎湖縣望安鄉中社社區發展協會,380000
社團法人桃園市聾啞福利協進會,380000
Agathe Xu,380000
艾唯恩,380000
 阮光民,380000
Wei Middag,380000
南投縣中寮鄉永福社區發展協會,380000
陳柏言,380000
班與唐,380000
黃崇凱,380000
謝宜安,380000
TOKYODOSHUPPAN Co Ltd.,380000
林鹿祺,380000
楊若慈,380000
米吐司有限公司,378000
陳錫煌傳統掌中劇團,377683
藝英國際有限公司,376000
著迷時尚企業有限公司,375000
木馬文化事業股份有限公司,370000
林國峰,370000
賴俊儒,370000
香巴拉劇坊,370000
臺東縣影音紀錄學會,370000
基弟台 Gaydio,370000
Drachenhaus Verlag,370000
雲林縣古坑鄉古坑社區發展協會,370000
蕭添鎮民俗布袋戲團,370000
首傑藝術事業有限公司,370000
國立台灣大學,370000
黑夏,370000
唐福睿,370000
許瑞峰,370000
紅鼻子馬戲團,370000
卓彥廷,370000
後驛冊店,370000
臺北市紀錄片從業人員職業工會,368604
不利自己工作室,366275
咪仔,361000
江坤森,360600
洪秉綺,360600
楊乃璇,360600
陸姿蓉,360600
方彥翔,360600
張堅豪,360600
鄭亭亭,360600
廖祈羽,360000
一心戲劇團,360000
游圭秀,360000
張淳育,360000
游淑蓉,360000
雲林縣紫色姊妹協會,360000
艾諼,360000
阿色紀有限公司,360000
蘇凰蘭,360000
台南市月津文史發展協會,360000
財團法人蘆洲李宅古蹟維護文教基金會,360000
希簡商貿設計有限公司,360000
張旖容,360000
凌群,360000
彰化縣大村鄉新興社區發展協會,360000
Editorial Chronos,360000
LONLON,356000
臺中市潭子區聚興社區發展協會,355000
清華閣周祐名掌中劇團,354000
簡嘉誠,352000
共演化研究隊,350000
張英珉,350000
《愛唱歌的小熊》巡演計畫－台中場,350000
陳偉智,350000
及思有限公司,350000
李璐,350000
海湧工作室有限公司,350000
臺中市私立明道高級中學,350000
蒲帥成,350000
愛無限社會企業有限公司,350000
《無法對白》互動式移動劇場巡演計畫,350000
屏東縣霧臺鄉魯凱族文物館,350000
孫明立,350000
鍾伯淵,350000
2021《兩公約》第三次國家報告國際審查民間平行報告編撰暨翻譯推廣計畫,350000
屏東縣恆春鎮思想起民謠促進會,350000
王宥翔,350000
台客演詩劇團,350000
鄭琬蒨,350000
陳顥仁,350000
社團法人台灣共生青年協會,350000
Éditions du Seuil,350000
成功廣播股份有限公司,350000
新美農場故事地圖調查計畫,350000
盧怡君,350000
楊帛翰,350000
社團法人華人民主書院協會,350000
社團法人台灣土也社區行動協會,350000
黃懷德,350000
陳凱琳,350000
財團法人東海岸文教基金會,350000
安笳,350000
臺東縣金峰鄉小米學堂,350000
南投縣仁愛鄉松林社區發展協會,350000
七棵橡樹國際有限公司,350000
種子舞團,350000
廣下嘉,350000
數位共和國股份有限公司,350000
張桓溢,350000
南方書店,350000
魚池戲劇團,350000
劉瑋真,350000
社團法人台灣婦女團體全國聯合會,350000
大甲愛樂室內樂團,350000
財團法人婦女新知基金會,350000
藝境文化藝術有限公司,350000
嘉義縣崙尾天赦竹編發展協會,350000
莎小戲,350000
洪子如,350000
咚咚舞蹈團,350000
臺東縣自然與人文學會,350000
大事件行銷企劃有限公司,350000
台灣平埔原住民族文化學會,350000
新手書店股份有限公司,350000
蘇家班掌中劇坊,350000
高雄市管樂團,350000
絕版影像館,350000
害喜影音綜藝有限公司,350000
台灣默示原住民族語教學發展協會,350000
自然而然劇團,350000
夏和光影像有限公司,350000
LIBELLA,350000
南投縣草屯鎮草鞋墩鄉土文教協會,350000
開心劇團,350000
臺南市大內區石子瀨社區發展協會,350000
白岩企業有限公司,345225
傅雅雯,341000
彰化縣南彰化生活美學協會,341000
社團法人台灣國際家庭互助協會,340000
不老夢想125號/歷史建築臺中市長公館,340000
林文心,340000
堅持清白 32 年，冤案平反者蘇炳坤案書寫暨出版推廣計畫,340000
默語生態農業有限公司,340000
小峱峱,340000
A士,340000
林于玄,340000
銳朱工作室,340000
葉珈伶國際開發有限公司,340000
林楷倫,340000
Poëziecentrum,340000
可緹國際有限公司,340000
苗栗縣銅鑼鄉竹森社區發展協會,340000
蔡旻翰,335000
郭國相,335000
艾爾先生,332000
黃品玟,330000
莫仔有限公司,330000
台灣婦女人權運動史紀錄片製作計劃之前置企劃與調查研究,330000
蔡孟儒,330000
溪南寮興安宮,330000
雲林縣虎尾鎮頂溪社區發展協會,330000
中國電視事業股份有限公司,330000
離島出走工作室,330000
趙品瑄,330000
社團法人臺灣感染誌協會,330000
紀柏豪,327100
沈昭良,326000
小野心工作室,323800
陳麗香歌仔戲團,320000
台灣客家筆會,320000
社團法人台灣民間真相與和解促進會,320000
小兔子書坊,320000
臺灣外籍工作者發展協會,320000
南北管音樂戲曲館,320000
索拉舞蹈空間舞團 ,320000
邱子晏,320000
Eli Lin 依萊,320000
HeLo,320000
"Shoshikankanbou Co.,Ltd 書肆侃侃房",320000
國立嘉義大學,320000
"Hara Shobo Publishing Co., Ltd.",320000
祅風,320000
SEKAIBUNKA Books Inc.,320000
徐暋盛,314000
Arwen Huang/阿文,310000
臺中市神岡區大社社區發展協會,310000
甘樂文創志業股份有限公司,310000
黃舜廷,310000
許懿婷,306000
屏東縣泰武鄉佳平社區發展協會,305000
臺北醫學大學/通識教育中心,304876
許書瑜,303250
是路故事有限公司,300000
朱峯誼,300000
有限責任台北市地下社造勞動合作社,300000
劉俊雄,300000
姝姝文創有限公司,300000
泰雅文物館,300000
季風帶文化有限公司,300000
藍圖影業有限公司,300000
財團法人紀念殷海光先生學術基金會,300000
高雄市爵士芭蕾舞團,300000
支流企劃室,300000
蘇澳區漁會,300000
人生好難有限公司,300000
楊逵文教協會,300000
移動故事屋有限公司,300000
周育潤,300000
氫酸鉀,300000
尤麗雯,300000
新竹縣五峰鄉公所,300000
高雄市築夢新故鄉文化產業發展協會,300000
伊恩服裝設計,300000
鄒宛臻,300000
花蓮縣鳳林鎮北林三村社區發展協會,300000
風神寶寶兒童劇團,300000
林佳文,300000
酸屋,300000
財團法人社會發展文教基金會,300000
水面上與水面下劇團,300000
許郁楨,300000
新芳春茶行,300000
行啓記念館,300000
獨立互助創藝工作室,300000
高雄市寶來人文協會（原 寶來重建協會）,300000
台灣母語聯盟,300000
天台戲院股份有限公司,300000
戀風草青少年書房（公司名：戀風草創意有限公司）,300000
永樂座文化有限公司,300000
台日美術協會,300000
財團法人薛伯輝基金會,300000
菜園社區合唱團,300000
林昀姍,300000
新竹縣新埔鎮巨埔社區發展協會,300000
臺南市原住民文化會館,300000
原粹文化有限公司,300000
斯洛伐克DAXE出版社,300000
拾翠坊崑劇團,300000
放國際文創股份有限公司,300000
大屯有線電視股份有限公司,300000
馬翊航,300000
橘之鄉蜜餞形象館,300000
中華流行音樂國際交流協會,300000
李秀芬,300000
皮托派克工作室,300000
Fuka,300000
響座劇場,300000
式,300000
蔡介庭,300000
好耳朵音樂企劃股份有限公司,300000
邱怡青,300000
雲林縣休閒產業暨藝術文化發展協會,300000
台灣電影文創產業協會,300000
R1O(里約),300000
社團法人高雄市打狗文史再興會,300000
苔米青文化工作室,300000
薪傳兒童舞團,300000
Omusubisha (おむすび舎  ERI SHIMOTORI),300000
堤比迪文化有限公司,300000
林惇誠,300000
安可文創,300000
啡展國際股份有限公司,300000
有機稻場-稻米文化館,300000
李柏均,300000
株式會社   田畑書店,300000
思謀研器有限公司,300000
三四二號工作室,300000
財團法人原舞者文化藝術基金會 ,300000
沿著菊島旅行整合行銷工作室,300000
游書珣,300000
台中市聖心關懷協會,300000
林孟寰,300000
中華民國公共藝術教育發展協會,300000
楊喆甯,300000
徐承義,300000
戀風草創意有限公司,300000
維蘴設計有限公司,300000
古少騏,300000
雄獅圖書股份有限公司,300000
弘宛然古典布袋戲團,300000
